league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ENG-Premier League,2425,Aston Villa,Jaden Philogene-Bidace,1,2024,71,9415,D M S,21,786,2,2.795140001922846,2,2.795140001922846,0,0.33318939432501793,19,6,3,1,3.0547380689531565,1.6042765881866217
ENG-Premier League,2425,Aston Villa,Jhon Durán,1,2024,71,11366,F S,20,563,7,5.099582154303789,7,5.099582154303789,0,0.2346634343266487,31,4,3,1,5.687583016231656,1.4234060682356358
ENG-Premier League,2425,Aston Villa,John McGinn,1,2024,71,7723,M S,34,2247,1,3.7942231353372335,1,3.7942231353372335,4,3.4790949057787657,31,30,7,0,11.842593720182776,7.252999009564519
ENG-Premier League,2425,Aston Villa,Kosta Nedeljkovic,1,2024,71,12775,S,5,109,0,0.0,0,0.0,0,0.0,0,0,0,0,0.18579712882637978,0.18579712882637978
ENG-Premier League,2425,Aston Villa,Lamare Bogarde,1,2024,71,10025,D M S,8,478,0,0.06506926566362381,0,0.06506926566362381,0,0.17532425373792648,1,2,2,0,1.8142753783613443,1.5738818291574717
ENG-Premier League,2425,Aston Villa,Leon Bailey,1,2024,71,5221,M S,24,1152,1,2.867841899394989,1,2.867841899394989,2,2.372280452400446,28,16,3,0,6.292120710015297,2.2766535691916943
ENG-Premier League,2425,Aston Villa,Lucas Digne,1,2024,71,1823,D S,32,2413,0,0.7811353597790003,0,0.7811353597790003,4,6.966049259528518,13,36,4,0,8.990315483883023,6.626998363062739
ENG-Premier League,2425,Aston Villa,Marco Asensio,1,2024,71,2117,M S,13,751,3,4.556249689310789,3,3.0339119844138622,1,1.2643892206251621,24,16,2,0,4.525235092267394,2.188563382253051
ENG-Premier League,2425,Aston Villa,Marcus Rashford,1,2024,71,556,F M S,25,1435,6,4.986043129116297,5,4.22487423196435,3,4.728895880281925,35,27,2,0,10.02566921338439,3.5098787005990744
ENG-Premier League,2425,Aston Villa,Matthew Cash,1,2024,71,8864,D M S,27,2085,1,0.49553846661001444,1,0.49553846661001444,1,1.4866319708526134,13,10,7,0,7.091400654055178,6.5722703114151955
ENG-Premier League,2425,Aston Villa,Morgan Rogers,1,2024,71,12412,F M,37,3191,8,8.216648440808058,8,8.216648440808058,10,8.145913934335113,55,51,10,0,21.380799420177937,8.901325047016144
ENG-Premier League,2425,Aston Villa,Ollie Watkins,1,2024,71,8865,F S,38,2666,16,18.632458329200745,14,17.11012053489685,8,3.87640418484807,84,25,2,0,18.900541841983795,3.2909299470484257
ENG-Premier League,2425,Aston Villa,Pau Torres,1,2024,71,6221,D S,24,2011,0,0.38712109066545963,0,0.38712109066545963,0,0.1446397490799427,8,3,2,0,7.192430438473821,7.064639877527952
ENG-Premier League,2425,Aston Villa,Robin Olsen,1,2024,71,6962,GK S,4,211,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4604295790195465,0.4604295790195465
ENG-Premier League,2425,Aston Villa,Ross Barkley,1,2024,71,592,M S,20,507,3,2.1608064183965325,3,2.1608064183965325,1,0.9665419245138764,16,9,3,0,4.782155349850655,3.2661629542708397
ENG-Premier League,2425,Aston Villa,Tyrone Mings,1,2024,71,1024,D S,14,1137,0,0.7991716582328081,0,0.7991716582328081,0,0.17970541678369045,9,3,1,0,5.253270890563726,5.077521752566099
ENG-Premier League,2425,Aston Villa,Youri Tielemans,1,2024,71,5956,M S,36,3049,3,3.709774609655142,3,2.9486057721078396,7,8.044237377122045,41,60,4,0,21.22876513004303,16.205695185810328
ENG-Premier League,2425,Bournemouth,Adam Smith,1,2024,73,825,D S,25,1625,0,0.3261268213391304,0,0.3261268213391304,0,0.4430896267294884,3,8,7,0,5.3390795309096575,4.7454583663493395
ENG-Premier League,2425,Bournemouth,Alex Scott,1,2024,73,12149,M S,20,764,0,0.7000175742432475,0,0.7000175742432475,0,1.2158988821320236,15,12,3,0,3.5423473911359906,1.8692646883428097
ENG-Premier League,2425,Bournemouth,Antoine Semenyo,1,2024,73,11363,F M S,37,3219,11,14.549346312880516,11,14.549346312880516,5,6.608794005587697,126,46,9,0,26.17976476252079,7.88416787609458
ENG-Premier League,2425,Bournemouth,Ben Winterburn,1,2024,73,13242,S,4,17,0,0.0,0,0.0,0,0.0,0,0,0,0,0.016115183010697365,0.016115183010697365
ENG-Premier League,2425,Bournemouth,Dango Ouattara,1,2024,73,9662,F M S,32,2013,7,10.933680262416601,7,10.933680262416601,4,5.989504734054208,62,35,3,0,18.476627525873482,4.4393982803449035
ENG-Premier League,2425,Bournemouth,Daniel Jebbison,1,2024,73,9509,S,16,62,1,1.7295908629894257,1,1.7295908629894257,0,0.20717493444681168,5,3,1,0,2.19595605134964,0.2896595001220703
ENG-Premier League,2425,Bournemouth,David Brooks,1,2024,73,6820,M S,29,937,2,2.8713680896908045,2,2.8713680896908045,0,1.7746479772031307,25,19,3,0,6.463442295789719,3.1608658209443092
ENG-Premier League,2425,Bournemouth,Dean Huijsen,1,2024,73,11943,D S,32,2403,3,1.5728872679173946,3,1.5728872679173946,2,2.331902604550123,17,15,10,0,11.550221702083945,10.0397496689111
ENG-Premier League,2425,Bournemouth,Enes Ünal,1,2024,73,6219,F S,17,292,2,2.016992896795273,2,2.016992896795273,1,0.545154508203268,19,4,2,0,2.6258721854537725,0.9348652940243483
ENG-Premier League,2425,Bournemouth,Evanilson,1,2024,73,12963,F S,31,2376,10,13.714270060881972,10,12.953101200982928,1,1.9151847725734115,73,25,1,1,15.386878173798323,2.785225234925747
ENG-Premier League,2425,Bournemouth,Illia Zabarnyi,1,2024,73,11486,D S,36,3116,0,1.3495636964216828,0,1.3495636964216828,1,0.9619763027876616,12,12,4,1,7.431322017684579,7.211819479241967
ENG-Premier League,2425,Bournemouth,James Hill,1,2024,73,10747,D S,10,458,0,0.19451502338051796,0,0.19451502338051796,1,0.3440760616213083,6,3,1,0,2.397958781570196,2.091702576726675
ENG-Premier League,2425,Bournemouth,Julio Soler,1,2024,73,13474,S,3,7,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Bournemouth,Julián Araujo,1,2024,73,11745,D S,12,496,0,0.0,0,0.0,0,0.0628243163228035,0,1,2,0,1.8003496639430523,1.8003496639430523
ENG-Premier League,2425,Bournemouth,Justin Kluivert,1,2024,73,6963,M S,34,2390,12,10.441609976813197,6,5.87459684535861,6,5.512896118685603,63,44,8,0,15.81588026881218,6.402966948226094
ENG-Premier League,2425,Bournemouth,Kepa,1,2024,73,5061,GK,31,2790,0,0.06839418411254883,0,0.06839418411254883,0,0.025899898260831833,1,1,3,0,3.4838713705539703,3.4838713705539703
ENG-Premier League,2425,Bournemouth,Lewis Cook,1,2024,73,1789,D M S,36,2978,1,0.963939368724823,1,0.963939368724823,3,4.5853610355407,14,47,8,1,12.705790558829904,10.713933983817697
ENG-Premier League,2425,Bournemouth,Luis Sinisterra,1,2024,73,10866,M S,12,221,1,1.7229826282709837,1,1.7229826282709837,1,1.762933598831296,13,8,0,0,2.894174002110958,0.5542034497484565
ENG-Premier League,2425,Bournemouth,Marcos Senesi,1,2024,73,10864,D S,17,1117,0,0.6511894948780537,0,0.6511894948780537,0,0.23828684724867344,2,5,5,0,4.348518039099872,4.168585720472038
ENG-Premier League,2425,Bournemouth,Marcus Tavernier,1,2024,73,10741,M S,29,1930,3,6.411486806347966,3,6.411486806347966,5,5.201899139210582,57,43,6,0,16.51350423321128,8.325464472174644
ENG-Premier League,2425,Bournemouth,Mark Travers,1,2024,73,7582,GK,5,450,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5100627075880766,0.5100627075880766
ENG-Premier League,2425,Bournemouth,Max Aarons,1,2024,73,7688,D S,3,78,0,0.0,0,0.0,0,0.0,0,0,0,0,0.9639191627502441,0.9639191627502441
ENG-Premier League,2425,Bournemouth,Milos Kerkez,1,2024,73,11709,D,38,3359,2,0.7433816641569138,2,0.7433816641569138,5,4.914374724030495,19,35,4,0,13.390899841673672,9.968997127376497
ENG-Premier League,2425,Bournemouth,Neto,1,2024,73,1297,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4283316135406494,0.4283316135406494
ENG-Premier League,2425,Bournemouth,Philip Billing,1,2024,73,6034,M S,10,152,0,0.3570811375975609,0,0.3570811375975609,0,1.401890940964222,5,8,1,0,1.9741406198590994,0.9171814527362585
ENG-Premier League,2425,Bournemouth,Remy Rees-Dottin,1,2024,73,13307,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Bournemouth,Ryan Christie,1,2024,73,10744,M S,29,2150,2,1.625680811703205,2,1.625680811703205,3,3.819417158141732,33,42,9,0,9.731656536459923,6.203945886343718
ENG-Premier League,2425,Bournemouth,Tyler Adams,1,2024,73,7352,M S,28,1965,0,1.4070341289043427,0,1.4070341289043427,3,1.5068945437669754,9,18,7,0,7.6065224930644035,5.169210600666702
ENG-Premier League,2425,Bournemouth,Zain Silcott-Duberry,1,2024,73,13351,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Ben Mee,1,2024,244,1654,D S,7,181,0,0.0,0,0.0,0,0.0,0,0,2,0,0.030085433274507523,0.030085433274507523
ENG-Premier League,2425,Brentford,Bryan Mbeumo,1,2024,244,6552,D F M,38,3419,20,13.63216146454215,15,9.06514835730195,7,10.376488702371716,86,70,3,0,24.377113293856382,9.351834732107818
ENG-Premier League,2425,Brentford,Christian Nørgaard,1,2024,244,7083,M,34,2870,5,5.773721532896161,5,5.773721532896161,4,1.9166031386703253,39,18,8,1,14.599624687805772,11.122066244482994
ENG-Premier League,2425,Brentford,Ethan Pinnock,1,2024,244,9678,D S,22,1912,2,0.9376051723957062,2,0.9376051723957062,0,1.5102842152118683,10,8,2,0,8.141121708787978,7.110404069535434
ENG-Premier League,2425,Brentford,Fabio Carvalho,1,2024,244,9501,F M S,19,399,2,2.3463018126785755,2,2.3463018126785755,1,0.6756551787257195,12,4,1,0,4.785842690616846,1.7638856619596481
ENG-Premier League,2425,Brentford,Frank Onyeka,1,2024,244,9681,S,2,18,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Gustavo Nunes,1,2024,244,13588,S,3,8,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Hákon Valdimarsson,1,2024,244,12595,GK S,2,145,0,0.0,0,0.0,0,0.0,0,0,0,0,0.23789019882678986,0.23789019882678986
ENG-Premier League,2425,Brentford,Jayden Meghoma,1,2024,244,13067,S,1,3,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Keane Lewis-Potter,1,2024,244,10809,D M S,38,3131,1,3.2576067624613643,1,3.2576067624613643,3,3.338346378877759,28,26,7,0,9.596967240795493,5.59095348790288
ENG-Premier League,2425,Brentford,Kevin Schade,1,2024,244,9156,F M S,38,2332,11,9.467997699975967,11,9.467997699975967,2,3.714522727765143,55,23,3,0,15.767545722424984,4.10542070120573
ENG-Premier League,2425,Brentford,Kim Ji-Soo,1,2024,244,12136,S,3,19,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Kristoffer Ajer,1,2024,244,9677,D S,24,1450,0,1.142456667497754,0,1.142456667497754,0,1.4724152060225606,9,9,5,0,4.822844059206545,2.9706503534689546
ENG-Premier League,2425,Brentford,Mads Roerslev,1,2024,244,9685,D S,19,1079,0,0.22195007745176554,0,0.22195007745176554,2,2.790492530912161,5,14,2,0,5.177352083846927,2.4616973884403706
ENG-Premier League,2425,Brentford,Mark Flekken,1,2024,244,7047,GK,37,3275,0,0.0,0,0.0,2,0.5480153113603592,0,2,1,0,7.107891340740025,6.884677250869572
ENG-Premier League,2425,Brentford,Mathias Jensen,1,2024,244,7166,M S,24,819,0,0.26936821080744267,0,0.26936821080744267,2,1.9875654987990856,6,16,2,0,5.387348018586636,4.161761403083801
ENG-Premier League,2425,Brentford,Michael Kayode,1,2024,244,11281,D S,12,527,0,0.1810818612575531,0,0.1810818612575531,1,0.9814028739929199,2,8,2,0,2.794493567198515,1.6320087760686874
ENG-Premier League,2425,Brentford,Mikkel Damsgaard,1,2024,244,8859,F M S,38,2978,2,3.476722192019224,2,3.476722192019224,9,9.246257283724844,35,63,2,0,19.425128288567066,11.846998741850257
ENG-Premier League,2425,Brentford,Nathan Collins,1,2024,244,9733,D,38,3420,2,2.6544005731120706,2,2.6544005731120706,3,1.9733586199581623,17,9,5,0,10.904047696851194,10.050747162662446
ENG-Premier League,2425,Brentford,Paris Maghoma,1,2024,244,10053,S,8,89,0,0.03555043041706085,0,0.03555043041706085,0,0.10649818927049637,1,1,0,0,1.1534059420228004,1.011357307434082
ENG-Premier League,2425,Brentford,Rico Henry,1,2024,244,9679,S,5,80,0,0.0,0,0.0,0,0.0,0,0,0,0,1.0035428777337074,1.0035428777337074
ENG-Premier League,2425,Brentford,Ryan Trevitt,1,2024,244,11146,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2425,Brentford,Sepp van den Berg,1,2024,244,10721,D S,31,2602,0,2.1477734111249447,0,2.1477734111249447,0,1.029765497893095,20,7,3,0,11.545481179840863,9.674979363568127
ENG-Premier League,2425,Brentford,Thiago,1,2024,244,13222,F S,8,148,0,0.10944201238453388,0,0.10944201238453388,0,0.11445537582039833,2,2,0,0,0.6678886283189058,0.4439912438392639
ENG-Premier League,2425,Brentford,Vitaly Janelt,1,2024,244,9680,D M S,32,2303,1,0.9458270631730556,1,0.9458270631730556,3,2.358839701861143,14,14,3,0,8.97201941628009,5.991170124150813
ENG-Premier League,2425,Brentford,Yehor Yarmolyuk,1,2024,244,11772,M S,31,1416,0,0.7878594100475311,0,0.7878594100475311,0,1.025589969009161,9,9,6,0,5.0115865878760815,4.2129704765975475
ENG-Premier League,2425,Brentford,Yoane Wissa,1,2024,244,5786,F M S,35,2943,18,20.731059528887272,18,20.731059528887272,4,3.4494741149246693,90,28,5,0,27.726778712123632,5.426989254541695
ENG-Premier League,2425,Brentford,Yunus Konak,1,2024,244,12633,S,10,25,0,0.10903885960578918,0,0.10903885960578918,0,0.0,1,0,0,0,0.41917112469673157,0.3101322650909424
ENG-Premier League,2425,Brighton,Adam Webster,1,2024,220,7699,D S,14,888,0,0.37646964844316244,0,0.37646964844316244,0,0.3818966709077358,5,3,1,0,4.823259890079498,4.751052476465702
ENG-Premier League,2425,Brighton,Bart Verbruggen,1,2024,220,11711,GK,36,3240,0,0.0,0,0.0,1,0.053101878613233566,0,1,5,0,6.665416944772005,6.6123150661587715
ENG-Premier League,2425,Brighton,Billy Gilmour,1,2024,220,7988,M S,2,94,0,0.08454305678606033,0,0.08454305678606033,0,0.0,1,0,0,0,1.1755258962512016,1.1755258962512016
ENG-Premier League,2425,Brighton,Brajan Gruda,1,2024,220,11310,F M S,21,684,1,1.0134435147047043,1,1.0134435147047043,4,2.2726940251886845,11,23,0,0,3.96596534922719,1.7325535658746958
ENG-Premier League,2425,Brighton,Carlos Baleba,1,2024,220,10527,D M S,34,2717,3,2.8824724731966853,3,2.8824724731966853,1,1.6279380414634943,44,21,6,1,16.692094990052283,13.264105252921581
ENG-Premier League,2425,Brighton,Danny Welbeck,1,2024,220,501,F S,30,2152,10,10.456029083579779,9,9.694860246032476,4,2.076795544475317,59,23,4,0,15.517961982637644,5.872543508186936
ENG-Premier League,2425,Brighton,Diego Gómez,1,2024,220,13364,M S,16,487,1,0.8773256950080395,1,0.8773256950080395,0,1.5821922849863768,9,9,0,0,4.766626961529255,4.030858531594276
ENG-Premier League,2425,Brighton,Eiran Cashin,1,2024,220,13459,S,2,18,0,0.0,0,0.0,0,0.0,0,0,0,0,0.010383612476289272,0.010383612476289272
ENG-Premier League,2425,Brighton,Estupiñán,1,2024,220,5136,D S,30,2404,1,1.3183485567569733,1,1.3183485567569733,1,2.320820614695549,28,27,5,0,12.298998538404703,10.615641921758652
ENG-Premier League,2425,Brighton,Evan Ferguson,1,2024,220,10177,F S,21,341,1,1.4812848791480064,1,1.4812848791480064,0,0.7929156944155693,12,5,0,0,2.186324803158641,0.08092000521719456
ENG-Premier League,2425,Brighton,Ferdi Kadioglu,1,2024,220,13066,D M S,6,401,1,0.6023932620882988,1,0.6023932620882988,0,0.16455989610403776,4,5,1,0,2.1883304491639137,1.5457853525877
ENG-Premier League,2425,Brighton,Georginio Rutter,1,2024,220,6937,F M S,28,1679,5,5.6770595367997885,5,5.6770595367997885,3,3.1324470546096563,50,19,2,0,10.18418968655169,2.795816533267498
ENG-Premier League,2425,Brighton,Harry Howell,1,2024,220,13584,S,1,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.014361405745148659,0.014361405745148659
ENG-Premier League,2425,Brighton,Igor Julio,1,2024,220,7943,D S,13,959,0,0.08350001275539398,0,0.08350001275539398,0,0.14276313595473766,1,2,4,0,4.970579881221056,4.827816758304834
ENG-Premier League,2425,Brighton,Jack Hinshelwood,1,2024,220,11269,D F M S,26,1857,5,3.2537715872749686,5,3.2537715872749686,2,1.4211199935525656,18,16,5,0,9.028865553438663,7.109155820682645
ENG-Premier League,2425,Brighton,Jakub Moder,1,2024,220,9284,S,4,4,0,0.0,0,0.0,0,0.2036565337330103,0,3,0,0,0.13312120735645294,0.0772198848426342
ENG-Premier League,2425,Brighton,James Milner,1,2024,220,489,M S,4,177,0,0.19204899668693542,0,0.19204899668693542,0,0.2607630733400583,2,4,1,0,0.5119482576847076,0.20502541214227676
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,1,2024,220,10807,D S,34,2962,1,1.0002109874039888,1,1.0002109874039888,1,1.558699306100607,17,16,6,1,14.846226522698998,13.811430538073182
ENG-Premier League,2425,Brighton,Jason Steele,1,2024,220,7235,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4078828990459442,0.4078828990459442
ENG-Premier League,2425,Brighton,Jeremy Sarmiento,1,2024,220,10036,S,1,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.09746789187192917,0.09746789187192917
ENG-Premier League,2425,Brighton,João Pedro,1,2024,220,8272,F M S,27,1975,10,8.863604867830873,5,5.0577606651932,6,5.618519173935056,47,30,4,1,15.910436924546957,7.6452163346111774
ENG-Premier League,2425,Brighton,Joël Veltman,1,2024,220,8780,D S,21,1714,0,0.7976804617792368,0,0.7976804617792368,0,0.7567648589611053,6,6,5,0,6.476554710417986,5.0723008420318365
ENG-Premier League,2425,Brighton,Julio Enciso,1,2024,220,11058,M S,25,1168,2,2.7400452066212893,2,2.7400452066212893,3,2.227620951831341,52,18,3,0,6.231109814718366,2.7869491232559085
ENG-Premier League,2425,Brighton,Kaoru Mitoma,1,2024,220,10806,F M S,36,2608,10,10.222694747149944,10,10.222694747149944,4,4.949204979464412,57,37,1,0,21.407055608928204,8.427826434373856
ENG-Premier League,2425,Brighton,Lewis Dunk,1,2024,220,6048,D S,25,2083,0,1.1070273127406836,0,1.1070273127406836,0,0.5168026331812143,12,5,5,0,10.19734975323081,10.102785553783178
ENG-Premier League,2425,Brighton,Mats Wieffer,1,2024,220,12758,D M S,25,988,1,1.0993042346090078,1,1.0993042346090078,3,1.0669435421004891,9,15,6,0,5.176637289114296,4.247457327321172
ENG-Premier League,2425,Brighton,Matt O'Riley,1,2024,220,13206,M S,21,934,2,3.0610502772033215,1,2.299881439656019,2,2.4148010704666376,22,21,1,0,6.484979265369475,2.8589688697829843
ENG-Premier League,2425,Brighton,Simon Adingra,1,2024,220,11710,D M S,29,1081,2,3.1380675714462996,2,3.1380675714462996,2,2.066323732957244,34,16,0,0,5.763067487627268,2.1683908347040415
ENG-Premier League,2425,Brighton,Solly March,1,2024,220,6049,M S,8,149,0,0.051454500295221806,0,0.051454500295221806,0,0.2339879721403122,2,3,2,0,0.39429784566164017,0.3155219256877899
ENG-Premier League,2425,Brighton,Tariq Lamptey,1,2024,220,8226,D M S,15,870,2,0.33914162404835224,2,0.33914162404835224,2,0.8965721465647221,6,5,0,0,2.2554087787866592,1.4430722370743752
ENG-Premier League,2425,Brighton,Yankuba Minteh,1,2024,220,12759,D M S,32,1832,6,5.669837724417448,6,5.669837724417448,4,4.871835011057556,34,28,6,0,14.345422247424722,4.895437384024262
