league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ENG-Premier League,1415,Arsenal,Mathieu Flamini,1,2014,83,895,M S,23,1455,1,1.008351506665349,1,1.008351506665349,1,0.1882055001333356,7,5,3,0,4.853085668757558,3.863504383713007
ENG-Premier League,1415,Arsenal,Mesut Özil,1,2014,83,499,F M S,22,1861,4,3.8600258827209473,4,3.8600258827209473,5,6.656995788216591,29,69,0,0,16.41658142209053,9.916838062927127
ENG-Premier League,1415,Arsenal,Mikel Arteta,1,2014,83,970,M S,7,451,0,0.036514160223305225,0,0.036514160223305225,1,0.06850949861109257,2,3,1,0,1.0064908862113953,0.9221099093556404
ENG-Premier League,1415,Arsenal,Nacho Monreal,1,2014,83,495,D S,28,2308,0,0.3041379973292351,0,0.3041379973292351,1,1.3779590111225843,4,12,3,0,9.092138472944498,8.257979298010468
ENG-Premier League,1415,Arsenal,Olivier Giroud,1,2014,83,502,F S,27,1871,14,8.84634429961443,14,8.84634429961443,3,3.8601363133639097,70,29,5,1,13.639886705204844,4.1292465925216675
ENG-Premier League,1415,Arsenal,Per Mertesacker,1,2014,83,507,D,35,3150,0,0.8197573097422719,0,0.8197573097422719,1,0.23774650320410728,13,3,2,0,7.7452923487871885,7.591860653832555
ENG-Premier League,1415,Arsenal,Santiago Cazorla,1,2014,83,965,M S,37,2999,7,10.590725313872099,1,6.023707624524832,11,9.755182644352317,93,78,5,0,24.657841611653566,16.91333621367812
ENG-Premier League,1415,Arsenal,Theo Walcott,1,2014,83,503,F M S,14,427,5,5.347006626427174,5,5.347006626427174,0,0.40138570219278336,23,4,0,0,5.93331104516983,0.6996189914643764
ENG-Premier League,1415,Arsenal,Tomas Rosicky,1,2014,83,4400,M S,15,562,2,0.9697352927178144,2,0.9697352927178144,1,1.5375187173485756,10,7,1,0,4.887204881757498,3.2713680136948824
ENG-Premier League,1415,Arsenal,Wojciech Szczesny,1,2014,83,1244,GK,17,1501,0,0.0,0,0.0,0,0.0,0,0,1,0,1.1442007143050432,1.1442007143050432
ENG-Premier League,1415,Arsenal,Yaya Sanogo,1,2014,83,4402,F S,13,452,0,1.7943356409668922,0,1.7943356409668922,0,0.2049696035683155,17,5,1,0,2.2648069970309734,0.6786499246954918
ENG-Premier League,1415,Aston Villa,Alan Hutton,1,2014,71,663,D S,30,2415,1,0.932465978898108,1,0.932465978898108,0,1.9344742149114609,11,23,8,0,5.2189104706048965,3.3837523590773344
ENG-Premier League,1415,Aston Villa,Aly Cissokho,1,2014,71,666,D S,25,2142,0,0.5833376906812191,0,0.5833376906812191,0,0.46421690098941326,9,8,1,0,2.1717900140210986,1.7702647959813476
ENG-Premier League,1415,Aston Villa,Andreas Weimann,1,2014,71,4427,F M S,31,1782,3,2.715450508520007,3,2.715450508520007,2,1.1188795827329159,33,20,5,0,4.366782454773784,0.9592690700665116
ENG-Premier League,1415,Aston Villa,Ashley Westwood,1,2014,71,669,M S,27,2155,0,0.5476269014179707,0,0.5476269014179707,1,2.5225379038602114,18,35,4,0,5.277240414172411,4.1685290820896626
ENG-Premier League,1415,Aston Villa,Brad Guzan,1,2014,71,662,GK,34,3060,0,0.0,0,0.0,0,0.0,0,0,2,0,1.1107166977599263,1.1107166977599263
ENG-Premier League,1415,Aston Villa,Carles Gil,1,2014,71,670,F M S,5,361,0,0.0863689985126257,0,0.0863689985126257,1,0.8867846876382828,3,6,1,0,0.6940353959798813,0.6581714004278183
ENG-Premier League,1415,Aston Villa,Carlos Sánchez,1,2014,71,667,M S,28,1987,1,0.3707006284967065,1,0.3707006284967065,0,0.7029740959405899,17,9,6,1,3.6336561497300863,3.2398287495598197
ENG-Premier League,1415,Aston Villa,Charles N'Zogbia,1,2014,71,1066,D F M S,27,1455,0,1.0603895923122764,0,1.0603895923122764,2,1.4756773971021175,27,17,3,0,4.728924102149904,2.9079019324854016
ENG-Premier League,1415,Aston Villa,Christian Benteke,1,2014,71,606,F S,29,2380,13,8.455075968056917,12,7.693906951695681,2,2.921320070512593,80,33,1,1,8.725400181487203,2.198608998209238
ENG-Premier League,1415,Aston Villa,Ciaran Clark,1,2014,71,875,D S,25,2000,1,2.343070681206882,1,2.343070681206882,2,0.8780082985758781,16,6,8,1,3.1968469601124525,2.249183803796768
ENG-Premier League,1415,Aston Villa,Darren Bent,1,2014,71,4508,S,7,70,0,0.05773089826107025,0,0.05773089826107025,0,0.008217819966375828,1,1,0,0,0.06594871822744608,0.0
ENG-Premier League,1415,Aston Villa,Fabian Delph,1,2014,71,876,M S,28,2435,0,1.542956287972629,0,1.542956287972629,3,2.41554019972682,42,36,1,1,7.702498070895672,6.121814403682947
ENG-Premier League,1415,Aston Villa,Gabriel Agbonlahor,1,2014,71,890,F S,34,2698,6,5.630619999021292,6,5.630619999021292,1,1.5529492190107703,53,16,7,1,8.039166074246168,1.6565285744145513
ENG-Premier League,1415,Aston Villa,Jack Grealish,1,2014,71,675,F M S,17,798,0,1.0659911818802357,0,1.0659911818802357,1,2.286719797179103,13,18,0,0,3.6018659211695194,1.9990398027002811
ENG-Premier League,1415,Aston Villa,Jed Steer,1,2014,71,4475,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1009569987654686,0.1009569987654686
ENG-Premier League,1415,Aston Villa,Joe Cole,1,2014,71,1004,F M S,12,263,1,0.2769546937197447,1,0.2769546937197447,1,0.45160370226949453,4,7,0,0,0.664939814247191,0.2615206213667989
ENG-Premier League,1415,Aston Villa,Jores Okore,1,2014,71,676,D S,23,2005,1,0.7885554805397987,1,0.7885554805397987,0,0.5431609079241753,6,6,6,0,3.58841136097908,3.4798337519168854
ENG-Premier League,1415,Aston Villa,Kieran Richardson,1,2014,71,899,D F M S,22,1349,0,0.7576623987406492,0,0.7576623987406492,1,1.1378537900745869,9,8,2,1,3.9133244091644883,2.186651130206883
ENG-Premier League,1415,Aston Villa,Leandro Bacuna,1,2014,71,674,D M S,19,970,0,0.9967574011534452,0,0.9967574011534452,5,1.846682295203209,17,17,1,0,3.6058353167027235,2.1702739875763655
ENG-Premier League,1415,Aston Villa,Matthew Lowton,1,2014,71,1652,D S,12,749,0,0.10120640136301517,0,0.10120640136301517,0,0.4257541075348854,3,5,2,0,1.6330742202699184,1.1808961182832718
ENG-Premier League,1415,Aston Villa,Nathan Baker,1,2014,71,1041,D S,11,761,0,0.3110744971781969,0,0.3110744971781969,0,0.2268701009452343,6,4,0,0,0.8839891068637371,0.7373376041650772
ENG-Premier League,1415,Aston Villa,Philippe Senderos,1,2014,71,4469,D S,8,631,0,0.6512041054666042,0,0.6512041054666042,0,0.015057500451803207,5,1,2,0,0.768725510686636,0.7536681108176708
ENG-Premier League,1415,Aston Villa,Ron Vlaar,1,2014,71,4433,D S,20,1644,0,1.1542229726910591,0,1.1542229726910591,1,0.6243054270744324,14,2,3,1,1.9896960034966469,1.9193979036062956
ENG-Premier League,1415,Aston Villa,Rushian Hepburn-Murphy,1,2014,71,1015,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1415,Aston Villa,Scott Sinclair,1,2014,71,679,F M S,11,458,1,1.0023591704666615,1,1.0023591704666615,0,0.10503850132226944,7,2,0,0,1.437374621629715,0.49952301383018494
ENG-Premier League,1415,Aston Villa,Shay Given,1,2014,71,889,GK,3,270,0,0.0,0,0.0,0,0.0,0,0,1,0,0.02513590082526207,0.02513590082526207
ENG-Premier League,1415,Aston Villa,Tom Cleverley,1,2014,71,596,F M,32,2633,3,1.787795027717948,3,1.787795027717948,0,1.3489686893299222,24,27,7,0,5.817164268344641,4.1579360738396645
ENG-Premier League,1415,Burnley,Ashley Barnes,1,2014,92,4422,F M S,35,2435,5,5.6908798180520535,5,5.6908798180520535,2,1.8230766840279102,66,30,4,1,9.151078913360834,3.272920724004507
ENG-Premier League,1415,Burnley,Ben Mee,1,2014,92,1654,D S,33,2889,2,1.930388911627233,2,1.930388911627233,1,0.867081793025136,20,17,10,0,4.2406518161296844,3.4609045069664717
ENG-Premier League,1415,Burnley,Daniel Lafferty,1,2014,92,4428,S,1,14,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1415,Burnley,Danny Ings,1,2014,92,986,F M,35,3048,11,12.289508447051048,10,11.528339490294456,4,4.244325045496225,97,35,6,0,16.558702621608973,2.825657523237169
ENG-Premier League,1415,Burnley,David Jones,1,2014,92,1787,M,36,3218,0,1.5607124958187342,0,1.5607124958187342,0,2.0149611523374915,21,25,0,0,6.072743905708194,4.698091685771942
ENG-Premier League,1415,Burnley,Dean Marney,1,2014,92,1658,M,20,1690,0,0.32082259841263294,0,0.32082259841263294,0,0.5910359974950552,9,12,6,0,3.8594865733757615,3.3339323299005628
ENG-Premier League,1415,Burnley,Fredrik Ulvestad,1,2014,92,1788,M S,2,67,0,0.0,0,0.0,0,0.0,0,0,1,0,0.05660960078239441,0.05660960078239441
ENG-Premier League,1415,Burnley,George Boyd,1,2014,92,1656,M S,36,3035,5,3.4792185835540295,5,3.4792185835540295,2,3.5598804811015725,49,36,7,0,9.525840185582638,3.811834577471018
ENG-Premier League,1415,Burnley,Jason Shackell,1,2014,92,4421,D,38,3346,0,0.8140063025057316,0,0.8140063025057316,0,0.4381554895080626,9,9,3,0,3.6068997979164124,3.350636215880513
ENG-Premier League,1415,Burnley,Kevin Long,1,2014,92,1747,S,1,20,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1415,Burnley,Kieran Trippier,1,2014,92,652,D,38,3418,0,0.45914940163493156,0,0.45914940163493156,4,6.785813374444842,11,64,2,0,8.654061721637845,5.9014529306441545
ENG-Premier League,1415,Burnley,Lukas Jutkiewicz,1,2014,92,1664,F M S,25,964,0,2.712885083630681,0,2.712885083630681,2,2.159586887806654,36,13,1,0,5.238463964313269,0.4036131910979748
ENG-Premier League,1415,Burnley,Marvin Sordell,1,2014,92,4472,F S,14,271,0,0.15811160393059254,0,0.15811160393059254,0,0.13104850053787231,3,2,2,0,0.2891599014401436,0.0
ENG-Premier League,1415,Burnley,Matthew Taylor,1,2014,92,4464,M S,10,576,0,1.9399820901453495,0,1.178813073784113,1,0.9087487012147903,9,8,0,0,2.720070958137512,1.5080894082784653
ENG-Premier League,1415,Burnley,Michael Duff,1,2014,92,4426,D,21,1812,0,0.11047709733247757,0,0.11047709733247757,0,0.7724526710808277,2,4,4,1,1.8002619706094265,1.7725529707968235
ENG-Premier League,1415,Burnley,Michael Keane,1,2014,92,1653,D S,22,1632,0,1.3335245307534933,0,1.3335245307534933,1,0.2113738004118204,12,6,1,0,1.2806256990879774,1.0469559002667665
ENG-Premier League,1415,Burnley,Michael Kightly,1,2014,92,1668,M S,17,959,1,1.5443958789110184,1,1.5443958789110184,2,1.1303878743201494,14,9,3,0,3.126599995419383,0.6678652856498957
ENG-Premier League,1415,Burnley,Nathaniel Chalobah,1,2014,92,1677,S,4,59,0,0.016966799274086952,0,0.016966799274086952,0,0.0,1,0,1,0,0.7547210976481438,0.7377540990710258
ENG-Premier League,1415,Burnley,Ross Wallace,1,2014,92,4425,M S,15,206,1,0.5588855035603046,1,0.5588855035603046,0,1.2872743792831898,10,9,2,0,1.1995934806764126,0.6059152074158192
ENG-Premier League,1415,Burnley,Sam Vokes,1,2014,92,1661,F S,15,557,0,1.4532243087887764,0,1.4532243087887764,0,0.15245828218758106,17,5,0,0,1.571888916194439,0.512553583830595
ENG-Premier League,1415,Burnley,Scott Arfield,1,2014,92,1659,M S,37,3210,2,3.165451562963426,2,2.4042825317010283,1,2.0567901832982898,44,28,6,0,8.505874078720808,5.22395558655262
ENG-Premier League,1415,Burnley,Stephen Ward,1,2014,92,1655,D M S,9,623,0,0.02184930071234703,0,0.02184930071234703,0,0.2681835778057575,1,7,3,0,1.4511311501264572,1.30172997713089
ENG-Premier League,1415,Burnley,Steven Reid,1,2014,92,4423,M S,7,108,0,0.0,0,0.0,0,0.0,0,0,1,0,0.10044799745082855,0.10044799745082855
ENG-Premier League,1415,Burnley,Tom Heaton,1,2014,92,1651,GK,38,3420,0,0.0,0,0.0,0,0.07019650004804134,0,2,1,0,1.310417240485549,1.2402207404375076
ENG-Premier League,1415,Chelsea,Andreas Christensen,1,2014,80,200,S,1,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.016525400802493095,0.016525400802493095
ENG-Premier League,1415,Chelsea,André Schürrle,1,2014,80,154,M S,14,428,3,3.2491424027830362,3,3.2491424027830362,0,0.5976689020171762,21,6,2,0,4.820195187814534,1.4035241901874542
ENG-Premier League,1415,Chelsea,Branislav Ivanovic,1,2014,80,682,D,38,3420,4,4.3701117252931,4,4.3701117252931,5,5.315748207271099,44,35,10,1,17.02221167460084,11.982979789376259
ENG-Premier League,1415,Chelsea,Cesc Fàbregas,1,2014,80,686,M S,34,2895,3,3.2493744967505336,3,3.2493744967505336,18,10.149339623749256,43,95,11,1,23.013181414455175,16.971006333827972
ENG-Premier League,1415,Chelsea,César Azpilicueta,1,2014,80,681,D,29,2483,0,0.25261920783668756,0,0.25261920783668756,3,1.3073479924350977,7,17,1,1,10.020225482061505,9.230914175510406
ENG-Premier League,1415,Chelsea,Didier Drogba,1,2014,80,4434,F S,28,831,4,2.7286731228232384,4,2.7286731228232384,1,1.5343704130500555,30,14,5,0,5.031838079914451,2.0117225106805563
ENG-Premier League,1415,Chelsea,Diego Costa,1,2014,80,802,F S,26,2111,20,15.21911308169365,19,14.457944065332413,3,4.554670616053045,76,41,8,0,21.365789726376534,5.27697273902595
ENG-Premier League,1415,Chelsea,Eden Hazard,1,2014,80,701,M,38,3389,14,12.01608707383275,11,8.971413988620043,9,11.238891988992691,78,100,2,0,31.84057104587555,19.47631709650159
ENG-Premier League,1415,Chelsea,Filipe Luis,1,2014,80,2265,D S,15,940,0,0.2597896968945861,0,0.2597896968945861,0,0.49444039911031723,5,10,1,0,4.816306881606579,4.59536337852478
ENG-Premier League,1415,Chelsea,Gary Cahill,1,2014,80,699,D S,36,2986,1,1.824857423081994,1,1.824857423081994,0,1.692150010727346,22,4,5,0,5.606336020864546,5.403009018860757
ENG-Premier League,1415,Chelsea,Isaiah Brown,1,2014,80,4481,S,1,8,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1415,Chelsea,John Obi Mikel,1,2014,80,685,M S,18,678,0,0.48619959875941277,0,0.48619959875941277,1,0.3263580119237304,3,2,1,0,3.171091739088297,2.8278507329523563
ENG-Premier League,1415,Chelsea,John Terry,1,2014,80,917,D,38,3420,5,5.216808937489986,5,5.216808937489986,0,0.3966271001845598,20,7,2,0,8.545584731735289,8.167884447611868
ENG-Premier League,1415,Chelsea,Juan Cuadrado,1,2014,80,1089,M S,12,302,0,1.7546650292351842,0,1.7546650292351842,0,0.29130399972200394,8,6,2,0,2.955713629722595,1.0333532746881247
ENG-Premier League,1415,Chelsea,Kurt Zouma,1,2014,80,935,D M S,15,633,0,0.02082500047981739,0,0.02082500047981739,0,0.03005490079522133,1,1,0,0,0.8308880049735308,0.780008003115654
ENG-Premier League,1415,Chelsea,Loïc Remy,1,2014,80,690,F M S,21,839,7,4.655210020020604,7,4.655210020020604,0,0.6052642147988081,37,6,0,0,5.653263472020626,1.6453867815434933
ENG-Premier League,1415,Chelsea,Mohamed Salah,1,2014,80,1250,S,3,23,0,0.5023026093840599,0,0.5023026093840599,0,0.02637450024485588,2,1,0,0,0.5454845950007439,0.016807500272989273
ENG-Premier League,1415,Chelsea,Nathan Aké,1,2014,80,579,S,1,14,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07231400161981583,0.07231400161981583
ENG-Premier League,1415,Chelsea,Nemanja Matic,1,2014,80,697,M S,36,3124,1,2.7987089725211263,1,2.7987089725211263,3,2.3804205218330026,29,24,10,1,14.202532468363643,12.930089427158237
ENG-Premier League,1415,Chelsea,Oscar,1,2014,80,692,F M S,28,2072,6,6.540385385975242,6,6.540385385975242,8,5.2243422120809555,72,37,5,0,15.803944010287523,7.1499633844941854
ENG-Premier League,1415,Chelsea,Petr Cech,1,2014,80,491,GK S,7,607,0,0.0,0,0.0,0,0.0,0,0,0,0,0.7863960172981024,0.7863960172981024
ENG-Premier League,1415,Chelsea,Ramires,1,2014,80,936,M S,23,1089,2,1.8734565190970898,2,1.8734565190970898,4,2.0800595618784428,17,10,4,0,7.3506391905248165,3.9573690686374903
ENG-Premier League,1415,Chelsea,Ruben Loftus-Cheek,1,2014,80,688,M S,3,139,0,0.017071999609470367,0,0.017071999609470367,0,0.07907039672136307,1,1,0,0,0.16136999428272247,0.1442980021238327
ENG-Premier League,1415,Chelsea,Thibaut Courtois,1,2014,80,680,GK,32,2813,0,0.0,0,0.0,0,0.21537960320711136,0,3,1,0,1.737821089103818,1.5224414858967066
ENG-Premier League,1415,Chelsea,Willian,1,2014,80,700,M S,36,2439,2,4.227030659094453,2,4.227030659094453,3,5.783547852188349,55,49,3,0,17.246698135510087,9.933883149176836
ENG-Premier League,1415,Crystal Palace,Adlène Guédioura,1,2014,78,583,S,7,111,0,0.35966080240905285,0,0.35966080240905285,0,0.21664999425411224,5,1,1,0,1.2446489930152893,0.727945514023304
ENG-Premier League,1415,Crystal Palace,Adrian Mariappa,1,2014,78,524,D S,12,838,0,0.0,0,0.0,0,0.06439589988440275,0,3,3,0,0.908168213441968,0.8679077122360468
ENG-Premier League,1415,Crystal Palace,Barry Bannan,1,2014,78,4488,M S,7,137,0,0.03436539974063635,0,0.03436539974063635,0,0.14980969950556755,2,3,1,0,0.14121050015091896,0.12075209990143776
ENG-Premier League,1415,Crystal Palace,Brede Hangeland,1,2014,78,933,D S,14,1175,2,0.9855322930961847,2,0.9855322930961847,1,0.5508842170238495,4,4,2,0,0.9159359000623226,0.8688829056918621
ENG-Premier League,1415,Crystal Palace,Damien Delaney,1,2014,78,511,D S,29,2430,0,0.7433970961719751,0,0.7433970961719751,0,0.7396336989477277,13,8,6,1,2.1144097167998552,1.757927181199193
ENG-Premier League,1415,Crystal Palace,Dwight Gayle,1,2014,78,743,F M S,25,1069,5,5.163300700485706,4,4.402129657566547,1,0.7665089014917612,30,16,1,0,3.3746648989617825,0.8092566914856434
ENG-Premier League,1415,Crystal Palace,Ezekiel Fryers,1,2014,78,1671,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1415,Crystal Palace,Fraizer Campbell,1,2014,78,634,F M S,20,1187,4,4.221141066402197,4,4.221141066402197,0,0.46638406813144684,25,8,5,0,3.9519820688292384,0.7666481966152787
ENG-Premier League,1415,Crystal Palace,Glenn Murray,1,2014,78,882,F S,17,859,7,9.534023240208626,6,8.011716201901436,3,1.5268471762537956,38,7,3,1,5.485772617161274,0.8191252984106541
ENG-Premier League,1415,Crystal Palace,James McArthur,1,2014,78,633,M S,32,2623,2,2.0698619969189167,2,2.0698619969189167,0,1.7737967111170292,33,28,6,0,6.689043913036585,3.5890232855454087
ENG-Premier League,1415,Crystal Palace,Jason Puncheon,1,2014,78,514,F M S,37,2823,6,2.794277905486524,6,2.794277905486524,7,5.305931127630174,65,65,7,1,8.85564645100385,4.6230769054964185
ENG-Premier League,1415,Crystal Palace,Jerome Thomas,1,2014,78,4487,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1415,Crystal Palace,Joe Ledley,1,2014,78,517,D M S,32,2581,2,1.6935906121507287,2,1.6935906121507287,0,1.5012018904089928,13,21,0,0,3.830857226625085,2.5305068511515856
ENG-Premier League,1415,Crystal Palace,Joel Ward,1,2014,78,510,D M,37,3330,1,0.3118089553900063,1,0.3118089553900063,0,0.8839997025206685,12,22,4,0,2.6755148847587407,2.126584256067872
ENG-Premier League,1415,Crystal Palace,Jonathan Williams,1,2014,78,1060,S,2,28,0,0.12057210132479668,0,0.12057210132479668,0,0.38520100712776184,2,2,0,0,0.5057739913463593,0.38520100712776184
ENG-Premier League,1415,Crystal Palace,Jordon Mutch,1,2014,78,632,M S,16,850,0,0.9368359828367829,0,0.9368359828367829,1,0.8450062051415443,14,10,5,0,1.8782808128744364,0.962717343121767
ENG-Premier League,1415,Crystal Palace,Julian Speroni,1,2014,78,523,GK,36,3207,0,0.0,0,0.0,0,0.0,0,0,1,0,2.2790353205055,2.2790353205055
ENG-Premier League,1415,Crystal Palace,Kevin Doyle,1,2014,78,4500,S,3,30,0,0.0,0,0.0,0,0.0,0,0,0,0,0.18780000507831573,0.18780000507831573
ENG-Premier League,1415,Crystal Palace,Lee Chung-yong,1,2014,78,526,M S,3,86,0,0.09530609846115112,0,0.09530609846115112,0,0.0,2,0,0,0,0.2059495933353901,0.15196869894862175
ENG-Premier League,1415,Crystal Palace,Marouane Chamakh,1,2014,78,905,F M S,18,1163,2,2.01311945496127,2,2.01311945496127,0,0.6836252976208925,11,18,4,0,2.579960484057665,1.0949432915076613
ENG-Premier League,1415,Crystal Palace,Martin Kelly,1,2014,78,525,D S,31,2503,0,0.1874168999493122,0,0.1874168999493122,1,0.8051103092730045,10,10,2,0,2.4445369206368923,1.7485505808144808
ENG-Premier League,1415,Crystal Palace,Mile Jedinak,1,2014,78,515,M,24,2092,5,3.9022558932192624,2,1.6187490834854543,3,0.9916814006865025,31,14,3,1,3.540135175921023,2.9935821192339063
ENG-Premier League,1415,Crystal Palace,Pape Souaré,1,2014,78,513,D S,9,603,0,0.04214503988623619,0,0.04214503988623619,0,1.7640714570879936,3,6,1,0,1.9684704467654228,1.3314210921525955
ENG-Premier League,1415,Crystal Palace,Scott Dann,1,2014,78,512,D,34,2926,2,1.2500941026955843,2,1.2500941026955843,3,3.085112163797021,19,13,6,0,3.4818167071789503,2.9505431074649096
ENG-Premier League,1415,Crystal Palace,Shola Ameobi,1,2014,78,4436,S,4,32,0,0.022843699902296066,0,0.022843699902296066,0,0.0,1,0,0,0,0.022843699902296066,0.022843699902296066
ENG-Premier League,1415,Crystal Palace,Stuart O'Keefe,1,2014,78,4531,M S,2,88,0,0.0,0,0.0,0,0.019946100190281868,0,1,0,0,0.019946100190281868,0.019946100190281868
ENG-Premier League,1415,Crystal Palace,Wayne Hennessey,1,2014,78,509,GK S,3,213,0,0.0,0,0.0,0,0.0,0,0,0,0,0.01407730020582676,0.01407730020582676
ENG-Premier League,1415,Crystal Palace,Wilfried Zaha,1,2014,78,522,F M S,31,1989,4,4.7616315223276615,4,4.7616315223276615,2,2.188598118722439,40,14,1,0,6.593071822077036,2.3008809750899673
ENG-Premier League,1415,Crystal Palace,Yannick Bolasie,1,2014,78,518,F M S,34,2788,4,4.837666932493448,4,4.837666932493448,6,5.125395653769374,69,46,3,0,11.888292540796101,3.093482803553343
ENG-Premier League,1415,Everton,Aaron Lennon,1,2014,72,593,F M S,23,1345,2,1.2197043020278215,2,1.2197043020278215,2,2.710264913737774,9,24,3,0,5.866383831948042,2.604275994002819
ENG-Premier League,1415,Everton,Aiden McGeady,1,2014,72,994,M S,16,903,1,0.9916217979043722,1,0.9916217979043722,2,2.220251088961959,22,17,1,0,3.7169938795268536,1.2618911657482386
ENG-Premier League,1415,Everton,Antolin Alcaraz,1,2014,72,2588,D S,8,516,0,0.12005819752812386,0,0.12005819752812386,0,0.0,2,0,1,1,1.5727776065468788,1.5727776065468788
ENG-Premier League,1415,Everton,Arouna Koné,1,2014,72,601,F S,12,611,1,1.1284510809928179,1,1.1284510809928179,1,0.7295571938157082,14,6,2,0,2.423886427655816,1.068481918424368
ENG-Premier League,1415,Everton,Brendan Galloway,1,2014,72,909,D,2,175,0,0.0,0,0.0,0,0.0945373997092247,0,2,1,0,0.13886309787631035,0.08104079961776733
ENG-Premier League,1415,Everton,Bryan Oviedo,1,2014,72,598,D S,6,306,0,0.05968699883669615,0,0.05968699883669615,0,0.536017395555973,3,3,3,0,0.11871130298823118,0.08170350268483162
